,fullname,gender,birth,hand,tourney_spectators,won_matches,lost_matches,country,minutes,rank,year,bp_save_ratio,svpt_won_perc,ace,df_perc,matches,best_season,best_year,best_surface,percent_won
2073,Constance Levivier,F,,U,2940.75,1,3,FRA,,,2021.0,,,,,4,Winter,2021.0,Clay,25
2074,Constance Sibille,F,1990.0,R,3378.8101265822784,50,29,FRA,,901.5,2019.0,,,,,79,Summer,2019.0,Clay,63
2075,Constant Lestienne,M,1992.0,R,4868.352713178295,133,125,FRA,94.0,229.05426356589146,2021.0,0.5594168930542721,0.6117242562039156,4.156626506024097,0.04861183478582035,258,Summer,2018.0,Hard,51
2076,Constantin Bittoun Kouzmine,M,1998.0,L,4590.333333333333,1,2,FRA,114.33333333333333,621.0,2019.0,0.5624999999999999,0.503554310613134,1.0,0.023541861188920012,3,Summer,2018.0,Hard,33
2077,Constanza Arancibia,F,,U,2774.0,1,1,CHI,,,2019.0,,,,,2,Summer,2019.0,Clay,50
2078,Constanza Cruz,F,2002.0,R,3074.5714285714284,3,4,ARG,,,2021.0,,,,,7,Winter,2019.0,Clay,42
2079,Constanza Lara Tempone,F,1992.0,U,3368.0,0,1,ARG,,,2016.0,,,,,1,,,,0
2080,Constanza Millas,F,2001.0,U,3235.5,0,2,CHI,,,2019.0,,,,,2,,,,0
2081,Constanze Stepan,F,1997.0,U,3071.2105263157896,6,32,GER,,1247.0,2020.0,,,,,38,Summer,2019.0,Clay,15
2082,Cora Stefanie Barber,F,,U,2452.0,2,4,GER,,,2021.0,,,,,6,Summer,2020.0,Clay,33
2083,Coral Scherb,F,,U,3063.6666666666665,0,3,ARG,,,2019.0,,,,,3,,,,0
2084,Coralie Garrigues,F,2001.0,U,3212.5,10,10,FRA,,,2019.0,,,,,20,Summer,2019.0,Clay,50
2085,Corentin Denolly,M,1997.0,L,5187.171428571429,26,44,FRA,85.96875,413.92857142857144,2021.0,0.5541727537695279,0.5788309231237062,3.984375,0.04589865554001261,70,Summer,2018.0,Hard,37
2086,Corentin Moutet,M,1999.0,L,4944.14406779661,131,105,FRA,108.72103004291846,175.02542372881356,2021.0,0.5556165660443735,0.5915510745178074,1.8675213675213675,0.04893987786522197,236,Summer,2019.0,Hard,55
2087,Corey Gaal,M,1998.0,U,3443.0,0,1,AUS,77.0,,2017.0,0.6666666666666666,0.6307692307692307,4.0,0.06153846153846154,1,,,,0
2088,Cori Gauff,F,2004.0,R,7099.703389830508,78,40,USA,95.71578947368421,158.90350877192984,2021.0,0.5356452230356454,0.5950774668155437,3.8085106382978724,0.07736105238938441,118,Summer,2021.0,Hard,66
2089,Corin De Waal,F,,U,2931.0,0,1,RSA,,,2018.0,,,,,1,,,,0
2090,Corina Mader,F,1995.0,U,3569.735849056604,22,31,SUI,,1300.25,2021.0,,,,,53,Summer,2019.0,Hard,41
2091,Corinna Dentoni,F,1989.0,R,3117.9464285714284,69,43,ITA,,529.8837209302326,2020.0,,,,,112,Winter,2019.0,Clay,61
2092,Cornelia Lister,F,1994.0,U,3036.7821782178216,51,50,SWE,94.0,546.8019801980198,2020.0,0.46119181088816713,0.5509711285043778,4.071428571428571,0.03802246059614011,101,Summer,2017.0,Clay,50
2093,Corrado Summaria,M,1997.0,R,3650.7,4,6,ITA,102.5,1178.5,2018.0,0.5536824286824287,0.5635315033955097,1.9,0.030234847071657668,10,Summer,2018.0,Clay,40
2094,Cosima Trinity Calinescu,F,,U,2826.125,7,17,FRA,,1409.1818181818182,2021.0,,,,,24,Winter,2021.0,Hard,29
2095,Cosmin Ontica,M,1995.0,R,2849.0,0,1,ROU,86.0,,2018.0,0.6363636363636364,0.5522388059701493,5.0,0.05970149253731343,1,,,,0
2096,Costanza Pera,F,1998.0,U,2474.3333333333335,1,2,ITA,,,2017.0,,,,,3,Winter,2017.0,Clay,33
2097,Costanza Traversi,F,2000.0,U,3407.7166666666667,25,35,ITA,,1188.4318181818182,2021.0,,,,,60,Winter,2018.0,Clay,41
2098,Courtney John Lock,M,1996.0,R,2913.285714285714,0,7,ZIM,80.0,1754.2,2020.0,0.48635967207395775,0.46569920787246005,1.5714285714285714,0.04410296887500535,7,,,,0
2099,Crissdaihanna Echavarria Laverde,F,2001.0,U,3282.0,1,1,COL,,,2018.0,,,,,2,Winter,2018.0,Clay,50
2100,Cristian Carli,M,1996.0,U,3159.4,1,4,ITA,98.4,545.4,2018.0,0.48857142857142855,0.5340702673286384,1.4,0.08285594663943037,5,Summer,2018.0,Clay,20
2101,Cristian Garin,M,1996.0,R,4765.895833333333,168,120,CHI,106.3345588235294,145.89930555555554,2021.0,0.5961022774454211,0.622212286258911,4.366300366300366,0.04354867458941694,288,Summer,2018.0,Clay,58
2102,Cristian Rodriguez,M,1990.0,R,3418.2328767123286,37,36,COL,94.24285714285715,465.1917808219178,2021.0,0.6209001782531194,0.6432745158251727,3.704225352112676,0.03533527506032704,73,Summer,2018.0,Clay,50
2103,Cristiana Ferrando,F,1995.0,R,3388.5991379310344,126,106,ITA,95.54545454545455,371.32758620689657,2021.0,0.46307720057720053,0.5259374858365184,1.0909090909090908,0.06469906117823561,232,Summer,2019.0,Clay,54
2104,Cristiana Miruna Tudor,F,1997.0,R,2903.285714285714,1,6,ROU,,,2018.0,,,,,7,Winter,2016.0,Hard,14
2105,Cristina Adamescu,F,1995.0,R,3196.837606837607,52,65,ROU,,669.1810344827586,2019.0,,,,,117,Winter,2016.0,Clay,44
2106,Cristina Andreea Mitu,F,1991.0,R,3796.44,59,41,ROU,79.25,422.71590909090907,2021.0,0.48493416305916304,0.5101454229779553,1.0,0.08543768881106008,100,Summer,2016.0,Clay,59
2107,Cristina Bucsa,F,1997.0,U,3747.9539748953976,141,98,MDA,94.14285714285714,361.97489539748955,2021.0,0.54497995276542,0.5300837607187237,1.3142857142857143,0.05074396106714359,239,Summer,2019.0,Hard,58
2108,Cristina Diaz Adrover,F,,U,2379.0,2,1,ESP,,,2021.0,,,,,3,Winter,2021.0,Hard,66
2109,Cristina Dinu,F,1993.0,R,3077.825095057034,165,98,ROU,109.9,396.106463878327,2021.0,0.5092217285638337,0.5123196687654246,1.1,0.04747873430919471,263,Winter,2021.0,Clay,62
2110,Cristina Elena Tiglea,F,2001.0,U,3206.133333333333,5,10,ITA,,,2021.0,,,,,15,Winter,2019.0,Hard,33
2111,Cristina Ene,F,1995.0,R,3249.224043715847,107,76,ROU,,560.8415300546449,2019.0,,,,,183,Summer,2016.0,Clay,58
2112,Cristina Flaquer Fuste,F,,U,3081.0,0,1,ESP,,,2019.0,,,,,1,,,,0
2113,Cristina Mayorova Bakhtina,F,2001.0,U,3038.25,2,6,ESP,,,2019.0,,,,,8,Summer,2017.0,Clay,25
2114,Cristina Moll Alles,F,2000.0,U,3034.0,0,1,ESP,,,2016.0,,,,,1,,,,0
2115,Cristina Moroi,F,1996.0,R,3270.2,1,4,ROU,,,2018.0,,,,,5,Summer,2016.0,Hard,20
2116,Cristina Pescucci,F,,U,2406.0,1,1,ITA,,,2020.0,,,,,2,Winter,2020.0,Hard,50
2117,Cristina Sanchez Quintanar,F,1989.0,R,3381.6666666666665,0,3,ESP,,371.3333333333333,2016.0,,,,,3,,,,0
2118,Cristine Tchanichev,F,,U,1930.0,1,1,BEL,,,2021.0,,,,,2,Summer,2021.0,Clay,50
2119,Cristobal Grandon Diaz,M,1991.0,U,2898.5,0,6,CHI,88.83333333333333,1508.6666666666667,2016.0,0.49455128205128207,0.49181683432255513,1.3333333333333333,0.0917073804659617,6,,,,0
2120,Cristobal Saavedra Corvalan,M,1990.0,R,3033.75,0,4,CHI,85.0,615.25,2017.0,0.4932539682539682,0.5268914472304304,2.25,0.03707883707883708,4,,,,0
2121,Cristopher Kohl,M,1996.0,U,2856.0,1,2,CHI,90.0,,2017.0,0.5117845117845118,0.46675668963804556,1.0,0.059284783013596576,3,Winter,2016.0,Clay,33
2122,Crystal Mildwaters,F,2002.0,R,2483.0,2,1,AUS,,,2019.0,,,,,3,Winter,2019.0,Hard,66
2123,Csenge Furak,F,1999.0,U,2640.5,1,3,HUN,,,2017.0,,,,,4,Summer,2017.0,Clay,25
2124,Csilla Argyelan,F,1990.0,R,2965.0967741935483,22,40,HUN,48.0,931.7678571428571,2019.0,0.2857142857142857,0.3333333333333333,0.0,0.0,62,Summer,2016.0,Clay,35
2125,Csilla Fodor,F,2001.0,R,3126.0,3,3,HUN,,,2018.0,,,,,6,Summer,2018.0,Hard,50
2126,Curtis Clarke,M,1994.0,R,3301.3333333333335,0,3,GBR,53.333333333333336,,2017.0,0.47348484848484845,0.42740740740740746,1.0,0.09925925925925926,3,,,,0
2127,Cveti Iotova,F,2000.0,U,3595.5,4,8,BUL,,,2020.0,,,,,12,Summer,2018.0,Hard,33
2128,Cyan Sun,F,2003.0,U,2686.5714285714284,4,10,AUS,,,2020.0,,,,,14,Winter,2020.0,Clay,28
2129,Cydnee Wilkinson,F,1994.0,U,2573.6666666666665,1,2,USA,,,2019.0,,,,,3,Winter,2019.0,Hard,33
2130,Cydney Crumbie,F,,U,4096.0,1,1,AUS,,,2020.0,,,,,2,Winter,2020.0,Grass,50
2131,Cynthia Wanjala,F,,U,3374.0,1,1,KEN,,,2019.0,,,,,2,Summer,2019.0,Hard,50
2132,Cyril Vandermeersch,M,1999.0,U,3609.5,0,2,FRA,61.0,1402.0,2021.0,0.4583333333333333,0.615530303030303,3.5,0.10321969696969698,2,,,,0
2133,DUPE Barbora Palicova,F,2004.0,R,3889.0,0,1,CZE,60.0,917.0,2021.0,0.42857142857142855,0.5,1.0,0.06818181818181818,1,,,,0
2134,Da Bin Jun,F,2000.0,U,3911.0,0,1,KOR,,,2018.0,,,,,1,,,,0
2135,Da Hye Kim,F,1996.0,U,3313.4347826086955,28,18,KOR,,800.4705882352941,2019.0,,,,,46,Summer,2019.0,Hard,60
2136,Da In Nam,F,,U,2284.0,0,1,KOR,,,2019.0,,,,,1,,,,0
2137,Da Ye Kim,F,1999.0,U,3584.7391304347825,13,10,KOR,,,2019.0,,,,,23,Summer,2019.0,Hard,56
2138,Dabin Kim,F,1997.0,R,3409.482993197279,74,73,KOR,78.0,594.1088435374149,2021.0,0.39548160173160174,0.3908459595959596,0.75,0.085741341991342,147,Summer,2019.0,Hard,50
2139,Dac Tien Nguyen,M,1998.0,U,1778.5,0,2,VIE,55.5,,2016.0,0.43939393939393934,0.43173758865248224,3.5,0.09485815602836879,2,,,,0
2140,Dae Hee Lee,M,1991.0,U,3239.0,0,1,KOR,47.0,1375.0,2017.0,0.4444444444444444,0.4444444444444444,1.0,0.022222222222222223,1,,,,0
2141,Dagmar Dudlakova,F,1990.0,R,3275.974358974359,14,25,CZE,,1055.8461538461538,2019.0,,,,,39,Winter,2018.0,Clay,35
2142,Dagmar Zdrubecka,F,2000.0,L,3049.6666666666665,0,3,CZE,,,2019.0,,,,,3,,,,0
2143,Dagmara Baskova,F,1992.0,R,2902.714285714286,0,7,SVK,,,2017.0,,,,,7,,,,0
2144,Daiana Negreanu,F,1988.0,U,3149.8396226415093,58,48,ROU,,525.1981132075472,2017.0,,,,,106,Winter,2016.0,Clay,54
2145,Daiana Postay,F,,U,3030.4,3,7,ARG,,,2021.0,,,,,10,Summer,2019.0,Clay,30
2146,Daianne Hayashida,F,2003.0,U,2612.8,2,3,PER,88.0,,2020.0,0.4166666666666667,0.44,0.0,0.10666666666666667,5,Summer,2018.0,Clay,40
2147,Daiki Kato,M,1997.0,U,3168.0,0,1,JPN,54.0,,2016.0,0.3333333333333333,0.48936170212765956,0.0,0.0425531914893617,1,,,,0
2148,Dainah Cameron,F,1999.0,R,3101.25,4,8,NED,,,2018.0,,,,,12,Summer,2018.0,Clay,33
2149,Dainhee Kim,F,2004.0,U,3896.3333333333335,0,3,KOR,,,2019.0,,,,,3,,,,0
2150,Daisuke Sumizawa,M,1998.0,U,6031.0,0,1,JPN,99.0,926.0,2019.0,0.42857142857142855,0.5303030303030303,2.0,0.030303030303030304,1,,,,0
2151,Dakota Fordham,F,2002.0,U,3140.6923076923076,2,11,USA,,,2019.0,,,,,13,Summer,2019.0,Hard,15
2152,Dakshata Girishkumar Patel,F,1999.0,U,3410.8,1,4,IND,,,2020.0,,,,,5,Winter,2019.0,Hard,20
2153,Dalayna Hewitt,F,2000.0,R,3029.0175438596493,28,29,USA,,888.4615384615385,2021.0,,,,,57,Summer,2019.0,Hard,49
2154,Dalia Ahmed,F,2001.0,U,3940.0,0,1,EGY,,,2017.0,,,,,1,,,,0
2155,Dalia Georgieva,F,,U,3403.0,0,1,BUL,,,2020.0,,,,,1,,,,0
2156,Dalia Sherif,F,,U,3521.2,3,7,EGY,,,2021.0,,,,,10,Winter,2020.0,Clay,30
2157,Dalibor Svrcina,M,2002.0,R,3235.684210526316,12,7,CZE,95.05263157894737,547.8333333333334,2021.0,0.5021550087339561,0.5640357324651408,1.4210526315789473,0.08467456152055758,19,Summer,2021.0,Clay,63
2158,Dalila Jakupovic,F,1991.0,R,3883.897009966777,159,143,SLO,89.68531468531468,182.47,2021.0,0.5138732409293002,0.5488020638780354,1.3873239436619718,0.04155163789398721,302,Summer,2016.0,Clay,52
2159,Dalila Said,F,2000.0,R,2959.6,11,14,EGY,,1114.8,2018.0,,,,,25,Summer,2016.0,Clay,44
2160,Dalila Spiteri,F,1997.0,U,3136.825112107623,122,101,ITA,104.33333333333333,622.3932038834952,2021.0,0.41647241647241645,0.49986820499524676,1.3333333333333333,0.06891582404286578,223,Winter,2018.0,Clay,54
2161,Daliyah Hammoud,F,,U,3484.0,1,0,FIN,,,2021.0,,,,,1,Summer,2021.0,Clay,100
2162,Dalma Galfi,F,1998.0,U,3511.7025089605736,155,124,HUN,99.97872340425532,253.58064516129033,2021.0,0.5325513737778833,0.5569760570985974,3.1702127659574466,0.041883536955105966,279,Summer,2016.0,Clay,55
2163,Dalwinder Singh,M,1995.0,U,4023.5,3,5,IND,80.0,1322.375,2019.0,0.5272727272727272,0.6002367854294922,4.75,0.05055119445845477,8,Winter,2019.0,Hard,37
2164,Daly Meinert,M,1998.0,R,3859.0,1,1,USA,54.0,,2016.0,0.0,0.6190476190476191,3.0,0.047619047619047616,2,Winter,2016.0,Hard,50
2165,Dami Edibson Messiah,F,2002.0,U,3235.2,1,4,ESP,,,2018.0,,,,,5,Summer,2018.0,Hard,20
2166,Dami Lee,F,1999.0,U,3535.9166666666665,3,9,KOR,,,2019.0,,,,,12,Summer,2019.0,Hard,25
2167,Damian Farinola,M,1992.0,U,3527.6666666666665,3,3,AUS,68.5,,2016.0,0.6236507936507936,0.5717123154623155,0.3333333333333333,0.04991119991119991,6,Winter,2016.0,Hard,50
2168,Damien Wenger,M,2000.0,U,2720.0,0,1,SUI,87.0,601.0,2021.0,0.5,0.5352112676056338,4.0,0.07042253521126761,1,,,,0
2169,Damir Dzumhur,M,1992.0,R,5289.121037463977,187,160,BIH,100.41543026706232,79.46397694524495,2021.0,0.5409332100925693,0.607022641536945,2.431486880466472,0.03426512029174835,347,Summer,2017.0,Hard,53
2170,Damon Gooch,M,1986.0,R,3344.235294117647,8,9,RSA,87.6470588235294,1239.1176470588234,2017.0,0.5132703081232493,0.5954961155381719,2.7058823529411766,0.07553237016947732,17,Summer,2016.0,Hard,47
2171,Dan Added,M,1999.0,U,5307.375,4,12,FRA,87.93333333333334,520.8125,2021.0,0.5057659007659008,0.5535256559032277,3.933333333333333,0.033442596463734715,16,Summer,2018.0,Clay,25
2172,Dan Alexandru Tomescu,M,1999.0,U,3471.0,2,1,ROU,88.0,840.0,2021.0,0.6948051948051948,0.6337914814984499,2.6666666666666665,0.014822620302072357,3,Summer,2021.0,Clay,66
2173,Dan Martin,M,1999.0,U,4048.0,0,1,CAN,102.0,,2016.0,0.6363636363636364,0.5217391304347826,2.0,0.057971014492753624,1,,,,0
2174,Dan Ni Wang,F,1993.0,R,3253.8125,40,72,CHN,,938.4,2019.0,,,,,112,Winter,2019.0,Hard,35
2175,Dana Baidaulet,F,,U,3091.0,3,5,KAZ,,,2021.0,,,,,8,Summer,2021.0,Clay,37
2176,Dana Ferreyra,F,2001.0,U,2730.5,0,2,ARG,,,2017.0,,,,,2,,,,0
2177,Dana Guzman,F,2003.0,U,820.3333333333334,5,4,PER,64.25,,2020.0,0.6316391941391941,0.5195631397212973,0.25,0.05499033995149423,9,Summer,2019.0,Clay,55
2178,Dana Heimen,F,,U,3292.0,0,1,GER,,,2020.0,,,,,1,,,,0
2179,Dana Kremer,F,1997.0,R,3271.5529411764705,49,36,GER,,673.7647058823529,2017.0,,,,,85,Summer,2016.0,Clay,57
2180,Dana Mousa,F,,U,3512.0,1,1,EGY,,,2021.0,,,,,2,Summer,2021.0,Clay,50
2181,Dana Shakirova,F,,U,3304.923076923077,5,8,RUS,,,2021.0,,,,,13,Summer,2021.0,Hard,38
2182,Danai Pedaki,F,,U,2211.0,0,1,GRE,,,2019.0,,,,,1,,,,0
2183,Danai Petroula,F,2000.0,U,3408.6666666666665,3,6,GRE,,,2018.0,,,,,9,Summer,2018.0,Clay,33
2184,Dane Propoggia,M,1990.0,R,3096.9166666666665,6,6,AUS,69.9090909090909,984.8888888888889,2018.0,0.5858405483405482,0.6021288855015264,4.0,0.0726800687731563,12,Winter,2017.0,Hard,50
2185,Dane Sweeny,M,2001.0,R,8256.0,8,8,AUS,92.3125,962.0625,2021.0,0.4754383579383579,0.5621173228399862,2.0,0.07399816294027817,16,Winter,2020.0,Hard,50
2186,Dane Webb,M,1993.0,U,3602.6666666666665,1,2,USA,88.33333333333333,,2016.0,0.5018518518518519,0.5854101583224973,5.666666666666667,0.038814460708935156,3,Winter,2016.0,Hard,33
2187,Danel Ashirova,F,2000.0,U,3543.75,0,4,KAZ,,,2019.0,,,,,4,,,,0
2188,Danica Malan,F,2000.0,U,2849.0,0,1,RSA,,,2016.0,,,,,1,,,,0
2189,Danica Nedeljkovic,F,,U,3696.0,0,1,SRB,,,2021.0,,,,,1,,,,0
2190,Daniel Altmaier,M,1998.0,R,4988.618181818182,96,69,GER,100.46913580246914,263.6319018404908,2021.0,0.5991084079319373,0.6322424727963694,5.648484848484848,0.03385095276962531,165,Summer,2021.0,Clay,58
2191,Daniel Antonio Nunez,M,2001.0,U,3190.3333333333335,0,3,CHI,146.0,1183.0,2021.0,0.49002849002848997,0.5481658438180178,3.6666666666666665,0.03836332749376228,3,,,,0
2192,Daniel Appelgren,M,1996.0,R,3457.5,3,5,SWE,84.125,805.25,2017.0,0.41258503401360536,0.6224556890085182,2.375,0.01988783433994823,8,Summer,2016.0,Clay,37
2193,Daniel Batista,M,1999.0,U,3720.8,2,3,POR,69.6,1293.0,2019.0,0.46833333333333327,0.532249322493225,1.6,0.06042128603104213,5,Summer,2018.0,Clay,40
2194,Daniel Bennett,M,1998.0,U,2854.6666666666665,0,3,GBR,44.666666666666664,,2018.0,0.4444444444444444,0.4283709273182957,3.0,0.07114452798663325,3,,,,0
2195,Daniel Brands,M,1987.0,R,5092.422360248447,83,78,GER,91.48571428571428,198.28571428571428,2019.0,0.5843651767335978,0.652048091075537,8.20979020979021,0.04328780798068112,161,Summer,2016.0,Hard,51
2196,Daniel Cox,M,1990.0,R,4305.208333333333,13,11,GBR,85.04761904761905,581.25,2017.0,0.54002664002664,0.6314127404190066,5.190476190476191,0.06480725099751554,24,Summer,2016.0,Hard,54
2197,Daniel Cukierman,M,1995.0,U,1806.888888888889,3,6,ISR,75.25,751.5555555555555,2020.0,0.5455357142857142,0.5317035949667942,2.25,0.04180912491105868,9,Winter,2016.0,Hard,33
2198,Daniel Dutra Da Silva,M,1988.0,L,3607.4444444444443,20,25,BRA,95.56818181818181,429.77777777777777,2019.0,0.5641349470602837,0.5846562091694518,3.2888888888888888,0.04954801942721075,45,Summer,2016.0,Clay,44
2199,Daniel Elahi Galan,M,1996.0,R,4681.8706624605675,172,145,COL,97.94771241830065,259.30914826498423,2021.0,0.6114284028300352,0.6300875792469294,4.852564102564102,0.025200284712104715,317,Summer,2019.0,Clay,54
2200,Daniel Evans,M,1990.0,R,5743.933797909408,178,109,GBR,109.66903914590748,139.3767605633803,2021.0,0.6091307546635155,0.647937985812347,4.186379928315413,0.03220198819828889,287,Summer,2019.0,Hard,62
2201,Daniel Garza,M,1985.0,R,3594.0,0,3,MEX,65.5,1002.0,2016.0,0.7032967032967032,0.5551438535309503,2.0,0.03639930252833479,3,,,,0
2202,Daniel Gimeno Traver,M,1985.0,R,4603.311557788945,97,102,ESP,97.19251336898395,231.643216080402,2021.0,0.5325429430902555,0.5832169681449276,2.230366492146597,0.06320617445854095,199,Summer,2018.0,Clay,48
2203,Daniel Glancy,M,1988.0,U,3135.8,1,4,IRL,80.0,1425.4,2016.0,0.5963203463203463,0.576659125188537,3.0,0.03301910507792861,5,Summer,2016.0,Clay,20
2204,Daniel Goldstein,F,,U,2917.0,0,1,ISR,,,2021.0,,,,,1,,,,0
2205,Daniel Groom,M,1999.0,U,4105.0,0,1,AUS,66.0,,2016.0,0.4444444444444444,0.5,0.0,0.078125,1,,,,0
2206,Daniel Guccione,M,1995.0,R,2565.0,0,1,AUS,55.0,,2017.0,0.42857142857142855,0.5094339622641509,2.0,0.018867924528301886,1,,,,0
2207,Daniel Hobart,M,1998.0,U,3227.8571428571427,3,4,AUS,58.142857142857146,1087.2857142857142,2016.0,0.6476190476190476,0.6297488425669112,6.5,0.06433428963208086,7,Summer,2016.0,Hard,42
2208,Daniel Masur,M,1994.0,R,4651.0421455938695,134,127,GER,94.62301587301587,280.58620689655174,2021.0,0.5791646631376921,0.6305773592391325,5.109803921568627,0.04710110439048151,261,Summer,2018.0,Hard,51
2209,Daniel Michalski,M,1999.0,U,4236.523809523809,11,10,POL,92.16666666666667,623.4285714285714,2021.0,0.4942683639112211,0.5640952058772654,1.2380952380952381,0.034137200827024615,21,Summer,2021.0,Clay,52
2210,Daniel Mora,M,1996.0,U,3125.181818181818,2,9,COL,80.5,1301.1818181818182,2017.0,0.332972582972583,0.4674096287524257,0.7272727272727273,0.08920379164200377,11,Winter,2016.0,Clay,18
2211,Daniel Munoz de la Nava,M,1982.0,L,4201.434782608696,37,55,ESP,102.76744186046511,361.9021739130435,2019.0,0.5522417624359142,0.5977753673503644,3.284090909090909,0.052628231008436215,92,Summer,2017.0,Clay,40
2212,Daniel Nguyen,M,1990.0,U,4402.527272727273,51,59,USA,99.38461538461539,361.40909090909093,2019.0,0.524076099867955,0.5812502111901101,3.0,0.05978418019964015,110,Summer,2016.0,Hard,46
2213,Daniel Nolan,M,1996.0,U,3258.705882352941,8,9,AUS,82.47058823529412,854.4117647058823,2017.0,0.5556709956709956,0.5862879518748356,1.411764705882353,0.04784368836365226,17,Winter,2016.0,Hard,47
2214,Daniel Orlita,M,1997.0,R,2204.0,0,1,CZE,131.0,1856.0,2016.0,0.5625,0.49504950495049505,2.0,0.039603960396039604,1,,,,0
2215,Daniel Paty,M,1999.0,R,3171.0,0,2,CZE,63.5,,2018.0,0.5857142857142856,0.5403225806451613,4.5,0.04949944382647386,2,,,,0
2216,Daniel Rincon,M,2003.0,L,3738.0,0,1,ESP,63.0,1190.0,2021.0,0.42857142857142855,0.43243243243243246,0.0,0.10810810810810811,1,,,,0
2217,Daniel Rodrigues,M,2000.0,R,3124.0,1,1,POR,116.5,961.0,2021.0,0.34375,0.6172607879924954,0.5,0.08849280800500312,2,Summer,2021.0,Hard,50
2218,Daniel Siniakov,M,2002.0,U,3010.2,2,3,CZE,75.4,1605.6,2021.0,0.38333333333333336,0.5129854975286952,0.8,0.07599552420803661,5,Summer,2021.0,Clay,40
2219,Daniel Smethurst,M,1990.0,U,3917.8888888888887,4,5,GBR,97.0,493.77777777777777,2016.0,0.546691403834261,0.6205935184492857,6.25,0.05288063225046324,9,Summer,2016.0,Grass,44
2220,Daniel Svensson,M,1996.0,R,3867.0,0,1,SWE,52.0,1945.0,2016.0,0.6363636363636364,0.4909090909090909,2.0,0.07272727272727272,1,,,,0
2221,Daniel Tamir,M,1996.0,U,2435.0,0,1,ISR,48.0,1259.0,2016.0,0.2,0.525,0.0,0.0,1,,,,0
2222,Daniel Windahl,M,1996.0,R,1388.6666666666667,0,3,SWE,85.0,940.3333333333334,2016.0,0.402056277056277,0.477783223066242,3.0,0.03456056522094258,3,,,,0
2223,Daniel Yoo,M,1985.0,L,3306.1666666666665,4,8,KOR,91.25,1263.25,2018.0,0.5992819717418648,0.5605621493906717,2.9166666666666665,0.06175914496100748,12,Summer,2016.0,Hard,33
2224,Daniela Alejandra La Fuente Strassburger,F,1999.0,U,1394.2857142857142,3,4,BOL,71.75,,2018.0,0.4763888888888889,0.5457434877784269,0.5,0.03691328907523876,7,Summer,2018.0,Clay,42
2225,Daniela Andreea Rosca,F,2003.0,U,2328.0,0,1,ROU,,,2019.0,,,,,1,,,,0
2226,Daniela Baez Friedrich,F,2000.0,U,4812.0,0,1,ESP,,,2016.0,,,,,1,,,,0
2227,Daniela Ben Hamo,F,,U,2917.0,0,1,ISR,,,2021.0,,,,,1,,,,0
2228,Daniela Carreto,F,,R,3352.6666666666665,0,3,MEX,,,2019.0,,,,,3,,,,0
2229,Daniela Carrillo,F,1995.0,R,3487.090909090909,4,7,COL,,,2019.0,,,,,11,Winter,2018.0,Clay,36
2230,Daniela Ciobanu,F,1995.0,R,2866.78125,10,22,MDA,83.66666666666667,1004.1578947368421,2020.0,0.26666666666666666,0.39727517637116616,0.0,0.026073984844452534,32,Summer,2016.0,Clay,31
2231,Daniela Cozzi,F,1998.0,R,2143.0,0,1,ARG,,,2016.0,,,,,1,,,,0
2232,Daniela Farfan,F,1997.0,R,3333.269230769231,10,16,ARG,,993.4583333333334,2016.0,,,,,26,Summer,2016.0,Clay,38
2233,Daniela Glanzer,F,2003.0,U,3412.5,5,9,AUT,,,2021.0,,,,,14,Winter,2020.0,Hard,35
2234,Daniela Hantuchova,F,1983.0,R,4683.1578947368425,28,29,SVK,98.02439024390245,200.47368421052633,2017.0,0.4589580558330558,0.5613304205953705,2.5609756097560976,0.06015738941366983,57,Summer,2016.0,Hard,49
2235,Daniela Jelinkova,F,,U,3239.6,1,4,CZE,,,2020.0,,,,,5,Winter,2020.0,Hard,20
2236,Daniela Lozano,F,1991.0,U,2427.0,0,1,COL,,,2021.0,,,,,1,,,,0
2237,Daniela Macarena Lopez,F,1997.0,U,3210.2083333333335,13,35,CHI,,,2021.0,,,,,48,Summer,2017.0,Clay,27
2238,Daniela Morales Beckmann,F,1998.0,L,3357.0,1,1,MEX,,,2016.0,,,,,2,Winter,2016.0,Hard,50
2239,Daniela Obando,F,1997.0,R,864.625,4,4,HON,91.5,,2018.0,0.5961538461538461,0.6079965580264781,0.5,0.02987734332104479,8,Summer,2018.0,Clay,50
2240,Daniela Rubio,F,,U,2979.0,2,1,PER,,,2019.0,,,,,3,Summer,2019.0,Clay,66
2241,Daniela Schippers,F,1995.0,U,1910.6666666666667,1,5,GUA,104.66666666666667,,2018.0,0.6018518518518519,0.5524464342820595,1.3333333333333333,0.0641189638631276,6,Summer,2017.0,,16
2242,Daniela Seguel,F,1992.0,U,3543.5053003533567,158,125,CHI,98.93846153846154,240.32862190812722,2021.0,0.5368508113304493,0.5316144666347613,0.6515151515151515,0.031855187267906815,283,Summer,2016.0,Clay,55
2243,Daniela Vismane,F,2000.0,U,3110.0131578947367,98,54,LAT,67.5,587.4206896551724,2021.0,0.4097222222222222,0.4328686720469552,0.0,0.017241379310344827,152,Summer,2019.0,Clay,64
2244,Daniela Vukovic,F,1999.0,U,3085.733333333333,13,17,SUI,,1108.25,2018.0,,,,,30,Winter,2017.0,Clay,43
2245,Daniela Zambrano,F,,R,3299.5,0,2,COL,,,2019.0,,,,,2,,,,0
